TaxonID	dc:source	ScientificName	HigherTaxonID	TaxonRank	TaxonomicStatus
leptogastrinae:tid:48	http://leptogastrinae.lifedesks.org/pages/48	Apachekolos tenuipes (Loew, 1862)	leptogastrinae:tid:43	species		21	8c28c6da-cf4a-4ed5-96cb-9fbf0f0ed021	
leptogastrinae:tid:45	http://leptogastrinae.lifedesks.org/pages/45	Apachekolos crinita Martin, 1957	leptogastrinae:tid:43	species		22	18f0e555-069a-4019-9e51-ab553f30043a	
leptogastrinae:tid:2900	http://leptogastrinae.lifedesks.org/pages/2900	Beameromyia graminicola Farr, 1963	leptogastrinae:tid:52	species		23	2bea4c49-955a-4b33-89f8-4667a1a8a5e2	
leptogastrinae:tid:2896	http://leptogastrinae.lifedesks.org/pages/2896	Beameromyia dicrana Scarbrough, 1997	leptogastrinae:tid:52	species		24	3f7ae5f0-dba1-4c85-b59c-52b410dc30a0	
leptogastrinae:tid:2920	http://leptogastrinae.lifedesks.org/pages/2920	Beameromyia incisuralis Scarbrough & Page, 2005	leptogastrinae:tid:52	species		25	7d26b18e-1ced-4ba5-a95e-6cb63c439234	
leptogastrinae:tid:2919	http://leptogastrinae.lifedesks.org/pages/2919	Beameromyia multicincta (Walker, 1851)	leptogastrinae:tid:52	species		26	b7917bf4-7df9-47b6-8f2d-0e20e068911a	
leptogastrinae:tid:72	http://leptogastrinae.lifedesks.org/pages/72	Beameromyia vulgaris Martin, 1957	leptogastrinae:tid:52	species		27	d7e1b2c6-99c6-4e07-bb98-0dee9b0eb9a7	
leptogastrinae:tid:2918	http://leptogastrinae.lifedesks.org/pages/2918	Beameromyia micropygialis (Williston, 1901)	leptogastrinae:tid:52	species		28	7c6b38b0-72ff-4a6f-9367-28ae5cb010a3	
leptogastrinae:tid:2916	http://leptogastrinae.lifedesks.org/pages/2916	Beameromyia virginensis Scarbrough, 1997	leptogastrinae:tid:52	species		29	5d5c2bc0-f638-4b67-a9c2-77eeef3b3278	
leptogastrinae:tid:2906	http://leptogastrinae.lifedesks.org/pages/2906	Beameromyia melana Scarbrough, 1997	leptogastrinae:tid:52	species		30	c5469d24-29f8-4865-9e3a-42af69c58065	
leptogastrinae:tid:2914	http://leptogastrinae.lifedesks.org/pages/2914	Beameromyia quaterna Scarbrough, 1997	leptogastrinae:tid:52	species		31	5d2e6e3b-3850-4c3b-97c0-a3698e171fc6	
leptogastrinae:tid:2901	http://leptogastrinae.lifedesks.org/pages/2901	Beameromyia insulara Martin, 1957	leptogastrinae:tid:52	species		32	18ff39b6-1eb0-4451-b9bb-4f8e7a367d2f	
leptogastrinae:tid:2898	http://leptogastrinae.lifedesks.org/pages/2898	Beameromyia dorsalis (Williston, 1901)	leptogastrinae:tid:52	species		33	fd15893e-3c9a-426e-a0e3-bedd2ea13c4c	
leptogastrinae:tid:67	http://leptogastrinae.lifedesks.org/pages/67	Leptogaster pictipes Loew, 1862	leptogastrinae:tid:66		synonym	34	f9a4ec15-7609-4881-b4e0-b1277f9e2dd2
leptogastrinae:tid:68	http://leptogastrinae.lifedesks.org/pages/68	Leptogaster varipes Loew, 1862	leptogastrinae:tid:66		synonym	35	6c06c286-a3cb-4bad-bffc-2eaa9ab78e4e
leptogastrinae:tid:66	http://leptogastrinae.lifedesks.org/pages/66	Beameromyia pictipes (Loew, 1862)	leptogastrinae:tid:52	species		36	a044a1c5-0c05-4183-abe4-4cb5e98312fe	
leptogastrinae:tid:55	http://leptogastrinae.lifedesks.org/pages/55	Beameromyia chrysops Martin, 1957	leptogastrinae:tid:52	species		37	a1ed7f63-52ec-48af-a1e1-94bc517e64a8	
leptogastrinae:tid:56	http://leptogastrinae.lifedesks.org/pages/56	Beameromyia disfascia Martin, 1957	leptogastrinae:tid:52	species		38	70a5a3cc-d975-4fdd-b1a4-48b29a7dc073	
leptogastrinae:tid:58	http://leptogastrinae.lifedesks.org/pages/58	Leptogaster floridensis Johnson, 1913	leptogastrinae:tid:57		synonym	39	10933c98-97c3-4fa0-8e6b-2b13062303cc
leptogastrinae:tid:57	http://leptogastrinae.lifedesks.org/pages/57	Beameromyia floridensis (Johnson, 1913)	leptogastrinae:tid:52	species		40	9ac3a44d-ec04-4084-93ea-346db1020659	
leptogastrinae:tid:65	http://leptogastrinae.lifedesks.org/pages/65	Leptogaster occidentis Hardy, 1942	leptogastrinae:tid:64		synonym	41	c06a86a3-8a0a-4d31-9824-6b261267e5b8
leptogastrinae:tid:64	http://leptogastrinae.lifedesks.org/pages/64	Beameromyia occidentis (Hardy, 1942)	leptogastrinae:tid:52	species		42	f745aedf-204f-45de-8bc2-f854511f5978	
leptogastrinae:tid:62	http://leptogastrinae.lifedesks.org/pages/62	Beameromyia macula Martin, 1957	leptogastrinae:tid:52	species		43	efc42a2d-6b2a-40bf-ada9-bea8bcfb979a	
leptogastrinae:tid:63	http://leptogastrinae.lifedesks.org/pages/63	Beameromyia monticola Martin, 1957	leptogastrinae:tid:52	species		44	c555ebb4-e105-4f0e-b037-adb09064d4dc	
leptogastrinae:tid:71	http://leptogastrinae.lifedesks.org/pages/71	Beameromyia silvacola Martin, 1957	leptogastrinae:tid:52	species		45	575a93fe-52af-4d91-a73e-240f46e6b81b	
leptogastrinae:tid:61	http://leptogastrinae.lifedesks.org/pages/61	Beameromyia lunula Martin, 1957	leptogastrinae:tid:52	species		46	49086991-f8ce-43f5-a9b5-9309817fc716	
leptogastrinae:tid:59	http://leptogastrinae.lifedesks.org/pages/59	Beameromyia kawiensis Martin, 1957	leptogastrinae:tid:52	species		47	b218d60c-aab6-444a-8fa2-4a62b5388e14	
leptogastrinae:tid:70	http://leptogastrinae.lifedesks.org/pages/70	Beameromyia punicea Martin, 1957	leptogastrinae:tid:52	species		48	b934725d-583f-491d-9683-5d6a5fdd1987	
leptogastrinae:tid:54	http://leptogastrinae.lifedesks.org/pages/54	Leptogaster bifidus Hardy, 1942	leptogastrinae:tid:53		synonym	49	1e93ed22-5eb8-4d09-8858-a4aab6a048ff
leptogastrinae:tid:53	http://leptogastrinae.lifedesks.org/pages/53	Beameromyia bifida (Hardy, 1942)	leptogastrinae:tid:52	species		50	2a98c0cb-fbc1-45fe-aa0e-890bd6e1eec8	
leptogastrinae:tid:60	http://leptogastrinae.lifedesks.org/pages/60	Beameromyia lacinia Martin, 1957	leptogastrinae:tid:52	species		51	4ad95993-30b6-412b-82c0-4b0f70ac24e1	
leptogastrinae:tid:2895	http://leptogastrinae.lifedesks.org/pages/2895	Beameromyia cubensis (Bigot, 1857)	leptogastrinae:tid:52	species		52	465f66e2-9d20-4471-a51f-4e73bd0e42db	
leptogastrinae:tid:69	http://leptogastrinae.lifedesks.org/pages/69	Beameromyia prairiensis Martin, 1957	leptogastrinae:tid:52	species		53	1735b71a-19de-4393-a31c-2c611e8f86b3	
leptogastrinae:tid:2935	http://leptogastrinae.lifedesks.org/pages/2935	Leptopteromyia lopesi Martin, 1971	leptogastrinae:tid:115	species		54	53d1822c-ded5-418e-8a30-f290e170fa19	
leptogastrinae:tid:2936	http://leptogastrinae.lifedesks.org/pages/2936	Leptopteromyia mexicanae Martin, 1971	leptogastrinae:tid:115	species		55	9a5be39d-acf3-4268-a699-fa99656dd17f	
leptogastrinae:tid:116	http://leptogastrinae.lifedesks.org/pages/116	Leptopteromyia americana Hardy, 1947	leptogastrinae:tid:115	species		56	84c8d107-1a8d-4363-bcc7-b376e838eb14	
leptogastrinae:tid:2937	http://leptogastrinae.lifedesks.org/pages/2937	Leptopteromyia peruae Martin, 1971	leptogastrinae:tid:115	species		57	43ba1b89-dd1f-402c-ae83-c8b4084160e2	
leptogastrinae:tid:2933	http://leptogastrinae.lifedesks.org/pages/2933	Leptopteromyia willistoni Hermann, 1926	leptogastrinae:tid:2932		synonym	58	b3881924-18c1-44a6-90ff-873a0ed1c0b8
leptogastrinae:tid:2932	http://leptogastrinae.lifedesks.org/pages/2932	Leptopteromyia gracilis Williston, 1908	leptogastrinae:tid:115	species		59	67452768-8ed7-4f77-8212-ffa2b859f405	
leptogastrinae:tid:2930	http://leptogastrinae.lifedesks.org/pages/2930	Leptopteromyia brasilae Martin, 1971	leptogastrinae:tid:115	species		60	8f5dd311-3182-4c52-b9b9-130f6b10ee81	
leptogastrinae:tid:2931	http://leptogastrinae.lifedesks.org/pages/2931	Leptopteromyia colombiae Martin, 1971	leptogastrinae:tid:115	species		61	7af755af-62d5-419a-aabc-770a1dacfa37	
leptogastrinae:tid:2929	http://leptogastrinae.lifedesks.org/pages/2929	Leptopteromyia argentinae Martin, 1971	leptogastrinae:tid:115	species		62	5a7917ab-68ee-4852-9ede-3e32d4869f5a	
leptogastrinae:tid:2085	http://leptogastrinae.lifedesks.org/pages/2085	Psilonyx macropygialis (Williston, 1901)	leptogastrinae:tid:117	species		63	a5232652-29aa-40fe-89c0-86a1494b1fdf	
leptogastrinae:tid:2088	http://leptogastrinae.lifedesks.org/pages/2088	Psilonyx zephyrus Scarbrough &amp; Page, 2005	leptogastrinae:tid:117	species		64	8839cd88-5bff-43c3-a0d0-8d83b5245887	
leptogastrinae:tid:119	http://leptogastrinae.lifedesks.org/pages/119	Leptogaster annulatus Say, 1823	leptogastrinae:tid:118		synonym	65	318192aa-98d4-4aa2-83bb-7d5ae630f293
leptogastrinae:tid:120	http://leptogastrinae.lifedesks.org/pages/120	Leptogaster histrio Wiedemann, 1828	leptogastrinae:tid:118		synonym	66	b66843d9-3632-47fe-9cd2-a738c82a62f7
leptogastrinae:tid:118	http://leptogastrinae.lifedesks.org/pages/118	Psilonyx annulatus (Say, 1823)	leptogastrinae:tid:117	species		67	f06eb707-823e-4863-9983-7fd024b2e706	
leptogastrinae:tid:2086	http://leptogastrinae.lifedesks.org/pages/2086	Psilonyx magnicauda (Curran, 1934)	leptogastrinae:tid:117	species		68	36d29ee1-8c33-4e13-ad9e-8352b28533e3	
leptogastrinae:tid:2087	http://leptogastrinae.lifedesks.org/pages/2087	Psilonyx venustus (Bromley, 1929)	leptogastrinae:tid:117	species		69	4f668ad3-a8f6-49f5-8c20-7308a01f16e3	
leptogastrinae:tid:2083	http://leptogastrinae.lifedesks.org/pages/2083	Psilonyx tornowii (Brethes, 1904)	leptogastrinae:tid:117	species		70	20bb249a-0021-40e9-85bd-313dde1df3ad	
leptogastrinae:tid:2084	http://leptogastrinae.lifedesks.org/pages/2084	Psilonyx arawak Farr, 1963	leptogastrinae:tid:117	species		71	6ce45b44-03ba-4161-a105-647732645b1c	
leptogastrinae:tid:123	http://leptogastrinae.lifedesks.org/pages/123	Leptogaster badius Loew, 1862	leptogastrinae:tid:122		synonym	72	d866bab3-3bbc-4bad-885e-301c19cc5d26
leptogastrinae:tid:124	http://leptogastrinae.lifedesks.org/pages/124	Leptogaster glabratus Wiedemann, 1828	leptogastrinae:tid:122		synonym	73	049631da-8841-43e4-8895-5e07315162a6
leptogastrinae:tid:125	http://leptogastrinae.lifedesks.org/pages/125	Leptogaster testacea Loew, 1862	leptogastrinae:tid:122		synonym	74	938e4de4-2a54-4127-8aed-4d6c8b7372a7
leptogastrinae:tid:122	http://leptogastrinae.lifedesks.org/pages/122	Tipulogaster glabrata (Wiedemann, 1828)	leptogastrinae:tid:121	species		75	e40c4089-8574-4b74-9376-d6282a8c334d	
leptogastrinae:tid:2944	http://leptogastrinae.lifedesks.org/pages/2944	Tipulogaster lancea Tomasovic, 2002	leptogastrinae:tid:121	species		76	af44055c-6511-413a-b958-11fc622e1b5c	
leptogastrinae:tid:1791	http://leptogastrinae.lifedesks.org/pages/1791	Lasiocnemus fascipennis Engel and Cuthbertson, 1939	leptogastrinae:tid:1789	species		77	08a6bc0a-0d7e-4b68-8f48-83d235fc1ec8	
leptogastrinae:tid:1797	http://leptogastrinae.lifedesks.org/pages/1797	Lasiocnemus londti Dikow, 2007	leptogastrinae:tid:1789	species		78	c622ba4f-cb8f-4072-be08-6191eeaad1bd	
leptogastrinae:tid:1790	http://leptogastrinae.lifedesks.org/pages/1790	Lasiocnemus anthracinus Janssens, 1952	leptogastrinae:tid:1792		synonym	79	2d4a9263-b78b-4502-83e3-a3f8bbf04104
leptogastrinae:tid:1792	http://leptogastrinae.lifedesks.org/pages/1792	Lasiocnemus griseicinctipes Speiser, 1913	leptogastrinae:tid:1789	species		80	20d3af4c-628c-440a-bd2b-a8ac63ffa434	
leptogastrinae:tid:1795	http://leptogastrinae.lifedesks.org/pages/1795	Lasiocnemus lugens Loew, 1858	leptogastrinae:tid:1789	species		81	bbef33b1-0843-424a-b693-2eb754e59e82	
leptogastrinae:tid:1793	http://leptogastrinae.lifedesks.org/pages/1793	Lasiocnemus hermanni Janssens, 1952	leptogastrinae:tid:1789	species		82	9a187d11-b1d6-412d-8ac9-e6880935e6d6	
leptogastrinae:tid:1794	http://leptogastrinae.lifedesks.org/pages/1794	Lasiocnemus hyalipennis Janssens, 1952	leptogastrinae:tid:1789	species		83	30442fc7-b267-43c7-ad54-3706ad399f8f	
leptogastrinae:tid:1796	http://leptogastrinae.lifedesks.org/pages/1796	Lasiocnemus obscuripennis (Loew, 1851)	leptogastrinae:tid:1789	species		84	235bcf0b-c8aa-4cbe-a1fc-5bf37fe316dd	
leptogastrinae:tid:1809	http://leptogastrinae.lifedesks.org/pages/1809	Acronyches giganteus Hull, 1962	leptogastrinae:tid:1807		synonym	85	98e76400-46ee-4eaf-af0d-3015832a7f96
leptogastrinae:tid:1807	http://leptogastrinae.lifedesks.org/pages/1807	Acronyches fenestratulus Hermann, 1921	leptogastrinae:tid:1798	species		86	d5fa106c-0fa8-44af-8bbd-a299a6e86f2b	
leptogastrinae:tid:1804	http://leptogastrinae.lifedesks.org/pages/1804	Acronyches meruuna Papavero, 1971	leptogastrinae:tid:1798	species		87	eb08c4b0-e8a6-44ef-a963-afeb4cc97d25	
leptogastrinae:tid:1805	http://leptogastrinae.lifedesks.org/pages/1805	Acronyches maya Martin, 1968	leptogastrinae:tid:1798	species		88	0fd39d8b-a2b2-47a8-83d4-ae84718d84de	
leptogastrinae:tid:1806	http://leptogastrinae.lifedesks.org/pages/1806	Acronyches imitator Hermann, 1921	leptogastrinae:tid:1798	species		89	bd670286-e967-4e4b-ad1e-21f673aa9bad	
leptogastrinae:tid:1803	http://leptogastrinae.lifedesks.org/pages/1803	Acronyches plutactites Papavero, 1971	leptogastrinae:tid:1798	species		90	419d3ae7-46a2-48cc-a668-bf942e3a411e	
leptogastrinae:tid:1802	http://leptogastrinae.lifedesks.org/pages/1802	Acronyches rarus Martin, 1968	leptogastrinae:tid:1798	species		91	a826f800-7131-47e2-9052-30e6aa28feef	
leptogastrinae:tid:1799	http://leptogastrinae.lifedesks.org/pages/1799	Acronyches alexanderi Papavero, 1971	leptogastrinae:tid:1798	species		92	8d0cd1e3-3d5b-4a18-ad88-1dfc78fcf68c	
leptogastrinae:tid:1800	http://leptogastrinae.lifedesks.org/pages/1800	Acronyches willistoni Hermann, 1921	leptogastrinae:tid:1798	species		93	9b5da4aa-d29f-45ce-b1e1-29616d159e95	
leptogastrinae:tid:1808	http://leptogastrinae.lifedesks.org/pages/1808	Acronyches geosarginus Papavero, 1971	leptogastrinae:tid:1798	species		94	c0bfb14e-1f8c-43ff-b2d2-f882c1084d32	
leptogastrinae:tid:1801	http://leptogastrinae.lifedesks.org/pages/1801	Acronyches westcotti Martin, 1968	leptogastrinae:tid:1798	species		95	45d91a45-ed32-490e-87cd-da1e8bdd58d1	
leptogastrinae:tid:2095	http://leptogastrinae.lifedesks.org/pages/2095	Megonyx	leptogastrinae:tid:1798		synonym	96	45f56953-4b40-4fdc-96bb-4d75b02b74f8
leptogastrinae:tid:1798	http://leptogastrinae.lifedesks.org/pages/1798	Acronyches	leptogastrinae:tid:2044	genus		97	87305452-ad9d-40e0-a85d-1a9411d3cc2a	
leptogastrinae:tid:1789	http://leptogastrinae.lifedesks.org/pages/1789	Lasiocnemus	leptogastrinae:tid:2045	genus		98	a3c702f3-dfac-4990-b496-13c1a1345633	
leptogastrinae:tid:2093	http://leptogastrinae.lifedesks.org/pages/2093	Ophionomima	leptogastrinae:tid:2045	genus		99	e55d5f7c-aa8b-4d6b-89b0-f4b79ceec47e	
leptogastrinae:tid:2094	http://leptogastrinae.lifedesks.org/pages/2094	Mesoleptogaster	leptogastrinae:tid:2045	genus		100	652b14d9-c434-435b-9c24-6bd09650be72	
leptogastrinae:tid:2096	http://leptogastrinae.lifedesks.org/pages/2096	Shannomyioleptus	leptogastrinae:tid:2092		synonym	101	fde25bd5-fe81-48df-95e7-4428964c68e7
leptogastrinae:tid:2092	http://leptogastrinae.lifedesks.org/pages/2092	Schildia	leptogastrinae:tid:2045	genus		102	943cc023-ea37-43c1-97b8-c4247a63c0a0	
leptogastrinae:tid:2091	http://leptogastrinae.lifedesks.org/pages/2091	Sinopsilonyx	leptogastrinae:tid:2045	genus		103	e77fb5d6-8de9-43d7-b74a-75beb03ca41c	
leptogastrinae:tid:52	http://leptogastrinae.lifedesks.org/pages/52	Beameromyia	leptogastrinae:tid:2045	genus		104	709e3eb4-a4dd-4f59-8516-acfd43c1f3ad	
leptogastrinae:tid:115	http://leptogastrinae.lifedesks.org/pages/115	Leptopteromyia	leptogastrinae:tid:2045	genus		105	f0514099-9312-4c1d-8a0c-d28c538c4463	
leptogastrinae:tid:117	http://leptogastrinae.lifedesks.org/pages/117	Psilonyx	leptogastrinae:tid:2045	genus		106	4d86942f-4d61-49e8-82e8-773a1b40cb6b	
leptogastrinae:tid:43	http://leptogastrinae.lifedesks.org/pages/43	Apachekolos	leptogastrinae:tid:2045	genus		107	a6b4546b-85fd-4b4f-b099-9c9f14228601	
leptogastrinae:tid:121	http://leptogastrinae.lifedesks.org/pages/121	Tipulogaster	leptogastrinae:tid:2045	genus		108	ef0b696f-5665-403e-bdd3-b0660516c10d	
leptogastrinae:tid:2098	http://leptogastrinae.lifedesks.org/pages/2098	Lagynogaster	leptogastrinae:tid:2089		synonym	109	0e80375d-613c-494a-9744-7f7196326167
leptogastrinae:tid:2089	http://leptogastrinae.lifedesks.org/pages/2089	Ammophilomima	leptogastrinae:tid:2045	genus		110	2dea8e67-5e8a-4402-b62f-f02a4504940e	
leptogastrinae:tid:2056	http://leptogastrinae.lifedesks.org/pages/2056	Eurhabdus	leptogastrinae:tid:2045	genus		111	8b709440-fde0-44fa-98b8-67e20bc7da9d	
leptogastrinae:tid:2947	http://leptogastrinae.lifedesks.org/pages/2947	Nanilobus	leptogastrinae:tid:2284		synonym	112	1a73359d-aa28-45c1-b597-35f7f8bf679d
leptogastrinae:tid:2284	http://leptogastrinae.lifedesks.org/pages/2284	Lobus	leptogastrinae:tid:2045	genus		113	c4c28943-4f8b-4ea4-a23a-4a4152d77efc	
leptogastrinae:tid:2101	http://leptogastrinae.lifedesks.org/pages/2101	Dolichoscius	leptogastrinae:tid:2102		synonym	114	b337f223-6aaf-4b41-855d-767a7f68ced5
leptogastrinae:tid:2102	http://leptogastrinae.lifedesks.org/pages/2102	Euscelidia	leptogastrinae:tid:2045	genus		115	9422b3fc-4eec-44a8-b0ec-24d28d594382	
leptogastrinae:tid:2585	http://leptogastrinae.lifedesks.org/pages/2585	Gonypes	leptogastrinae:tid:2584		synonym	116	9778ae11-8a1d-401b-8f05-29a36a3607b3
leptogastrinae:tid:2584	http://leptogastrinae.lifedesks.org/pages/2584	Leptogaster	leptogastrinae:tid:2045	genus		117	219a78f3-81ae-450c-a4bb-4d95f556945d	
leptogastrinae:tid:2090	http://leptogastrinae.lifedesks.org/pages/2090	Systellogaster	leptogastrinae:tid:2045	genus		118	b5691b85-b2c8-4442-9a29-f3299cea5d83	
leptogastrinae:tid:2058	http://leptogastrinae.lifedesks.org/pages/2058	Eurhabdus longissimus Tomasovic, 2002	leptogastrinae:tid:2056	species		119	73907906-70b2-4f21-8871-fe03aeb170a8	
leptogastrinae:tid:2059	http://leptogastrinae.lifedesks.org/pages/2059	Eurhabdus zephyreus Aldrich, 1923	leptogastrinae:tid:2056	species		120	51e05230-c067-412d-b494-790da6058dd5	
leptogastrinae:tid:2057	http://leptogastrinae.lifedesks.org/pages/2057	Eurhabdus jamaicensis Farr, 1973	leptogastrinae:tid:2056	species		121	7d657ca9-1a5f-4566-a9ab-31b5fb1bcc77	
leptogastrinae:tid:2060	http://leptogastrinae.lifedesks.org/pages/2060	Eurhabdus sororius Scarbrough and Perez-Gelabert, 2005	leptogastrinae:tid:2056	species		122	8df7e00f-a0b4-491d-80d3-77b163783f9c	
leptogastrinae:tid:2150	http://leptogastrinae.lifedesks.org/pages/2150	Ammophilomima indiae Martin, 1973	leptogastrinae:tid:2089	species		123	70339a20-d9c3-4337-8e04-1a89c4d6762a	
leptogastrinae:tid:2151	http://leptogastrinae.lifedesks.org/pages/2151	Ammophilomima kenyae Martin, 1973	leptogastrinae:tid:2089	species		124	9d212bfe-7873-405f-94f2-0696f17612e1	
leptogastrinae:tid:2149	http://leptogastrinae.lifedesks.org/pages/2149	Ammophilomima australis Martin, 1973	leptogastrinae:tid:2089	species		125	402dd3c5-2783-4fdb-a16c-7708c5c0688a	
leptogastrinae:tid:2146	http://leptogastrinae.lifedesks.org/pages/2146	Ammophilomima tricolor (Walker, 1857)	leptogastrinae:tid:2089	species		126	15f2ce4c-ca3c-424e-bb2c-bf78174eaaa6	
leptogastrinae:tid:2147	http://leptogastrinae.lifedesks.org/pages/2147	Ammophilomima occlusa (Meijere, 1914)	leptogastrinae:tid:2089	species		127	d6d1f572-be5b-419b-94e0-8e11da9bc2d5	
leptogastrinae:tid:2152	http://leptogastrinae.lifedesks.org/pages/2152	Ammophilomima siamae Martin, 1973	leptogastrinae:tid:2089	species		128	7ade0146-b2a5-4df2-a40f-ee6bb5a05d34	
leptogastrinae:tid:2148	http://leptogastrinae.lifedesks.org/pages/2148	Ammophilomima contermina (Edwards, 1919)	leptogastrinae:tid:2089	species		129	1d147235-9969-4c46-8e67-0da0d657e04c	
leptogastrinae:tid:2158	http://leptogastrinae.lifedesks.org/pages/2158	Ammophilomima pimolae Martin, 1975	leptogastrinae:tid:2089	species		130	e7e83707-9df6-4390-a289-6a3f9770e998	
leptogastrinae:tid:2159	http://leptogastrinae.lifedesks.org/pages/2159	Ammophilomima flava Martin, 1975	leptogastrinae:tid:2089	species		131	fde64bdb-710f-4065-8be8-351220a3c571	
leptogastrinae:tid:2145	http://leptogastrinae.lifedesks.org/pages/2145	Ammophilomima magnicollis (Walker, 1862)	leptogastrinae:tid:2089	species		132	c4c567b3-4a95-4291-98e8-0617ef4a722d	
leptogastrinae:tid:2157	http://leptogastrinae.lifedesks.org/pages/2157	Ammophilomima bifida Martin, 1975	leptogastrinae:tid:2089	species		133	3322cc42-bd03-4364-89ef-2e211adc1611	
leptogastrinae:tid:2156	http://leptogastrinae.lifedesks.org/pages/2156	Ammophilomima areekuli Martin, 1975	leptogastrinae:tid:2089	species		134	f52afb39-588d-42cd-8495-ecdf3af6a123	
leptogastrinae:tid:2154	http://leptogastrinae.lifedesks.org/pages/2154	Ammophilomima thailandae Martin, 1973	leptogastrinae:tid:2089	species		135	ae4855b6-3b06-4937-b9e7-1a807d4e50b1	
leptogastrinae:tid:2155	http://leptogastrinae.lifedesks.org/pages/2155	Ammophilomima truncata Martin, 1973	leptogastrinae:tid:2089	species		136	a2ac1190-cc08-41d7-ab03-7cbd2e0cb151	
leptogastrinae:tid:2153	http://leptogastrinae.lifedesks.org/pages/2153	Ammophilomima simila Martin, 1973	leptogastrinae:tid:2089	species		137	56360862-7db7-41e1-ab45-479f865de80a	
leptogastrinae:tid:2124	http://leptogastrinae.lifedesks.org/pages/2124	Ammophilomima ghesquierei Janssens, 1953	leptogastrinae:tid:2089	species		138	c26d46d1-71a2-42e1-95e1-00a623c593d2	
