TaxonID	dc:source	ScientificName	HigherTaxonID	TaxonRank	TaxonomicStatus
leptogastrinae:tid:2120	http://leptogastrinae.lifedesks.org/pages/2120	Ammophilomima auripennis Janssens, 1953	leptogastrinae:tid:2089	species		139	b5980d45-3a39-427b-a6ec-5cacf5854602	
leptogastrinae:tid:2121	http://leptogastrinae.lifedesks.org/pages/2121	Ammophilomima basilewskyi Janssens, 1953	leptogastrinae:tid:2089	species		140	3b314104-8eaf-4101-956a-ce111fb3e38c	
leptogastrinae:tid:2130	http://leptogastrinae.lifedesks.org/pages/2130	Ammophilomima affinis (Frey, 1937)	leptogastrinae:tid:2089	species		141	ec8982a5-c1ed-46dc-a92a-b22045e1e6e5	
leptogastrinae:tid:2119	http://leptogastrinae.lifedesks.org/pages/2119	Ammophilomima aequinoctialis Janssens, 1953	leptogastrinae:tid:2089	species		142	c4ee2585-609d-4ebb-aee3-c84509eef464	
leptogastrinae:tid:2144	http://leptogastrinae.lifedesks.org/pages/2144	Ammophilomima vitalisiana (Frey, 1937)	leptogastrinae:tid:2089	species		143	fc158b20-7767-48c3-aa7a-998a3d45a5bc	
leptogastrinae:tid:2122	http://leptogastrinae.lifedesks.org/pages/2122	Ammophilomima eumenoides Janssens, 1953	leptogastrinae:tid:2089	species		144	41a5adbc-becf-4ab3-8a00-92ab8a7c358b	
leptogastrinae:tid:2123	http://leptogastrinae.lifedesks.org/pages/2123	Ammophilomima evanescens Janssens, 1953	leptogastrinae:tid:2089	species		145	9555c392-9dcf-45f1-be0f-a8f70820e0f6	
leptogastrinae:tid:2128	http://leptogastrinae.lifedesks.org/pages/2128	Ammophilomima triungulata Enderlein, 1914	leptogastrinae:tid:2089	species		146	2fc53c6b-bfa2-436b-9609-6caf3720a8e5	
leptogastrinae:tid:2129	http://leptogastrinae.lifedesks.org/pages/2129	Ammophilomima vitiosa (Wulp, 1872)	leptogastrinae:tid:2089	species		147	9606d0af-12f1-4a4d-976e-94948d3b92d8	
leptogastrinae:tid:2126	http://leptogastrinae.lifedesks.org/pages/2126	Ammophilomima montana Janssens, 1955	leptogastrinae:tid:2089	species		148	2c67335a-c233-4098-90ba-0a0d3ef573aa	
leptogastrinae:tid:2125	http://leptogastrinae.lifedesks.org/pages/2125	Ammophilomima imitatrix Enderlein, 1914	leptogastrinae:tid:2089	species		149	4f8c74b8-69b5-4999-bd3d-dc3f627b1efa	
leptogastrinae:tid:2131	http://leptogastrinae.lifedesks.org/pages/2131	Ammophilomima antennalis (Hsia, 1949)	leptogastrinae:tid:2089	species		150	3dd10e98-b800-4c33-bbd6-3912ed951c13	
leptogastrinae:tid:2132	http://leptogastrinae.lifedesks.org/pages/2132	Ammophilomima bicolor (Shi, 1993)	leptogastrinae:tid:2089	species		151	2d4d9b81-96a2-4941-8153-4357267a6bc6	
leptogastrinae:tid:2140	http://leptogastrinae.lifedesks.org/pages/2140	Ammophilomima princeps (Osten-Sacken, 1882)	leptogastrinae:tid:2089	species		152	0ccaab4a-660a-4680-b2b6-6f3451108138	
leptogastrinae:tid:2139	http://leptogastrinae.lifedesks.org/pages/2139	Ammophilomima inscripta (Hermann, 1917)	leptogastrinae:tid:2089	species		153	4a7dc16f-1fa8-497b-b378-28cc73bd7de6	
leptogastrinae:tid:2141	http://leptogastrinae.lifedesks.org/pages/2141	Ammophilomima sauteri (Hermann, 1917)	leptogastrinae:tid:2089	species		154	6f0af429-2cd3-4809-8008-5ec0feb4272f	
leptogastrinae:tid:2142	http://leptogastrinae.lifedesks.org/pages/2142	Ammophilomima stigmatica (Hermann, 1917)	leptogastrinae:tid:2089	species		155	49cbf58c-0ac3-455e-b2cd-1fbeaa543174	
leptogastrinae:tid:2143	http://leptogastrinae.lifedesks.org/pages/2143	Ammophilomima suensoni (Frey, 1937)	leptogastrinae:tid:2089	species		156	8c1c1b54-f0a4-4769-9223-c5d3a6918fb5	
leptogastrinae:tid:2138	http://leptogastrinae.lifedesks.org/pages/2138	Ammophilomima fuliginosa (Hermann, 1917)	leptogastrinae:tid:2089	species		157	9c45d64c-86ca-4ce4-b224-46817400b010	
leptogastrinae:tid:2137	http://leptogastrinae.lifedesks.org/pages/2137	Ammophilomima fujianensis (Shi, 1995)	leptogastrinae:tid:2089	species		158	8a123a1d-1bc4-44e3-8ede-7296bb4a1d9f	
leptogastrinae:tid:2133	http://leptogastrinae.lifedesks.org/pages/2133	Ammophilomima boettcheri (Frey, 1937)	leptogastrinae:tid:2089	species		159	cf801932-0e9f-4ad8-991d-8bf7109bdd0a	
leptogastrinae:tid:2134	http://leptogastrinae.lifedesks.org/pages/2134	Ammophilomima claripennis (Hsia, 1949)	leptogastrinae:tid:2089	species		160	4672d57c-0422-436e-a36a-681386a7387d	
leptogastrinae:tid:2135	http://leptogastrinae.lifedesks.org/pages/2135	Ammophilomima destillatoria (Hermann, 1917)	leptogastrinae:tid:2089	species		161	81e06a0c-662f-4bed-8cbf-d8e4f6cbc79a	
leptogastrinae:tid:2136	http://leptogastrinae.lifedesks.org/pages/2136	Ammophilomima dimidiata (Hsia, 1949)	leptogastrinae:tid:2089	species		162	5aa42eea-c452-413e-ad9d-7252e97ef1c8	
leptogastrinae:tid:2127	http://leptogastrinae.lifedesks.org/pages/2127	Ammophilomima straeleni Janssens, 1953	leptogastrinae:tid:2089	species		163	ef41c037-c83f-4661-9e8e-dd7d9c4b1b19	
leptogastrinae:tid:2170	http://leptogastrinae.lifedesks.org/pages/2170	Systellogaster parva Martin, 1975	leptogastrinae:tid:2090	species		164	2ca3cfac-b59e-449c-ab4b-1b43fff6ab54	
leptogastrinae:tid:2164	http://leptogastrinae.lifedesks.org/pages/2164	Systellogaster alba Martin, 1975	leptogastrinae:tid:2090	species		165	de2b24da-745d-4144-a898-7a56a923791c	
leptogastrinae:tid:2173	http://leptogastrinae.lifedesks.org/pages/2173	Systellogaster aurantiaca Hermann, 1926	leptogastrinae:tid:2171		synonym	166	38197b92-644d-4024-acf1-2324a9e2a99d
leptogastrinae:tid:2171	http://leptogastrinae.lifedesks.org/pages/2171	Systellogaster silacea Martin, 1975	leptogastrinae:tid:2090	species		167	079e3f90-3945-4e06-95ef-eb9168894dd7	
leptogastrinae:tid:2165	http://leptogastrinae.lifedesks.org/pages/2165	Systellogaster breviventris (Rondani, 1848)	leptogastrinae:tid:2090	species		168	3ef4bc3d-7e2e-45ef-ae6e-15b90216619d	
leptogastrinae:tid:2166	http://leptogastrinae.lifedesks.org/pages/2166	Systellogaster calceolata (Bigot, 1879)	leptogastrinae:tid:2090	species		169	d5a3e154-1251-476e-a8e0-87a9decd0c16	
leptogastrinae:tid:2167	http://leptogastrinae.lifedesks.org/pages/2167	Systellogaster fascipennis (Schiner, 1867)	leptogastrinae:tid:2090	species		170	fb59e6b4-58b7-42be-aa36-4814ebedfcec	
leptogastrinae:tid:2941	http://leptogastrinae.lifedesks.org/pages/2941	Sinopsilonyx signata (Meijere, 1914)	leptogastrinae:tid:2091	species		171	6bb1d5ba-87ed-4981-a62b-16dcc3a10841	
leptogastrinae:tid:2939	http://leptogastrinae.lifedesks.org/pages/2939	Sinopsilonyx coarctata (Hermann, 1917)	leptogastrinae:tid:2091	species		172	0d90b328-e9f8-4b3a-8f3d-87b15f989ff6	
leptogastrinae:tid:2940	http://leptogastrinae.lifedesks.org/pages/2940	Sinopsilonyx javanensis (Meijere, 1914)	leptogastrinae:tid:2091	species		173	4d8d6840-25af-4c8e-baaa-b06a72b3ef0c	
leptogastrinae:tid:2942	http://leptogastrinae.lifedesks.org/pages/2942	Sinopsilonyx flavican (Shi, 1993)	leptogastrinae:tid:2091	species		174	e77b9da0-5ecb-47e4-a368-7d8b08e59980	
leptogastrinae:tid:2161	http://leptogastrinae.lifedesks.org/pages/2161	Sinopsilonyx tibialis Hsia, 1949	leptogastrinae:tid:2091	species		175	e6486acc-ecee-4954-8a2a-7555cb04591b	
leptogastrinae:tid:2111	http://leptogastrinae.lifedesks.org/pages/2111	Schildia guatemalae Martin, 1975	leptogastrinae:tid:2092	species		176	e4085daa-7c64-45cb-b396-221b496f87b2	
leptogastrinae:tid:2109	http://leptogastrinae.lifedesks.org/pages/2109	Schildia ocellata Martin, 1975	leptogastrinae:tid:2108		synonym	177	76966e9b-5dd5-4a52-b0d5-6c5916356f89
leptogastrinae:tid:2108	http://leptogastrinae.lifedesks.org/pages/2108	Schildia gracillima (Walker, 1855)	leptogastrinae:tid:2092	species		178	facfd05d-2f81-461f-9dfc-bdb5b06115ba	
leptogastrinae:tid:2112	http://leptogastrinae.lifedesks.org/pages/2112	Schildia jamaicensis Farr, 1962	leptogastrinae:tid:2092	species		179	893da844-c92b-4383-81be-31e9e375c266	
leptogastrinae:tid:2104	http://leptogastrinae.lifedesks.org/pages/2104	Schildia alphus Martin, 1975	leptogastrinae:tid:2092	species		180	b620e4b9-8423-4660-bd4a-828f89e6bd25	
leptogastrinae:tid:2106	http://leptogastrinae.lifedesks.org/pages/2106	Schildia zonae Martin, 1975	leptogastrinae:tid:2105		synonym	181	c3cda036-6f7a-460d-9af4-bf934ff97f38
leptogastrinae:tid:2105	http://leptogastrinae.lifedesks.org/pages/2105	Schildia fragilis (Carrera, 1944)	leptogastrinae:tid:2092	species		182	a5d28e62-870f-4dec-8ad6-7fcf75f08d1a	
leptogastrinae:tid:2115	http://leptogastrinae.lifedesks.org/pages/2115	Schildia malaya Dikow & Bayless, 2009	leptogastrinae:tid:2092	species		183	96183cfc-45e0-414f-8ef5-5f33c51c0ad4	
leptogastrinae:tid:2114	http://leptogastrinae.lifedesks.org/pages/2114	Schildia caliginosa Dikow & Bayless, 2009	leptogastrinae:tid:2092	species		184	0c903241-b313-495f-85a2-871c5e1f13fd	
leptogastrinae:tid:2117	http://leptogastrinae.lifedesks.org/pages/2117	Schildia adina Dikow & Bayless, 2009	leptogastrinae:tid:2092	species		185	94b9af41-b29e-45c9-b5ca-94751197cf26	
leptogastrinae:tid:2116	http://leptogastrinae.lifedesks.org/pages/2116	Schildia martini Dikow & Bayless, 2009	leptogastrinae:tid:2092	species		186	8ef1146d-a165-41f9-b292-117783769bd1	
leptogastrinae:tid:2160	http://leptogastrinae.lifedesks.org/pages/2160	Ophionomima solocifemur Enderlein, 1914	leptogastrinae:tid:2093	species		187	069f8d9d-b2f2-4464-92a1-660dd8339d2a	
leptogastrinae:tid:2265	http://leptogastrinae.lifedesks.org/pages/2265	Mesoleptogaster spinulosa (Meijere, 1914)	leptogastrinae:tid:2094	species		188	156a2dc2-cd0a-4913-8cc7-7270c2a4549f	
leptogastrinae:tid:2264	http://leptogastrinae.lifedesks.org/pages/2264	Mesoleptogaster rufithorax (Meijere, 1913)	leptogastrinae:tid:2094	species		189	84e582e0-f68f-4af5-b6bc-43ebd5cd81c7	
leptogastrinae:tid:2266	http://leptogastrinae.lifedesks.org/pages/2266	Mesoleptogaster trifasciata (Meijere, 1914)	leptogastrinae:tid:2094	species		190	0cf81012-b577-4f81-9211-f5311f6d39e2	
leptogastrinae:tid:2268	http://leptogastrinae.lifedesks.org/pages/2268	Mesoleptogaster convergens (Frey, 1937)	leptogastrinae:tid:2094	species		191	b29d3426-6a76-428d-9bf8-9098aee2b13f	
leptogastrinae:tid:2270	http://leptogastrinae.lifedesks.org/pages/2270	Mesoleptogaster fulvicra Hsia, 1949	leptogastrinae:tid:2094	species		192	9acb45cc-7c9b-44b0-9370-eaf1ead1394a	
leptogastrinae:tid:2269	http://leptogastrinae.lifedesks.org/pages/2269	Mesoleptogaster eoa Lehr, 1961	leptogastrinae:tid:2094	species		193	7171ad83-4e77-4fcb-add9-6156a4f8672a	
leptogastrinae:tid:2263	http://leptogastrinae.lifedesks.org/pages/2263	Mesoleptogaster pyragra (Janssens, 1957)	leptogastrinae:tid:2094	species		194	97b07ae9-f5e3-469b-9f6a-14319093e330	
leptogastrinae:tid:2267	http://leptogastrinae.lifedesks.org/pages/2267	Mesoleptogaster bicoloripes Hsia, 1949	leptogastrinae:tid:2094	species		195	69cd35d2-7e76-4647-a855-31148fe30aac	
leptogastrinae:tid:2261	http://leptogastrinae.lifedesks.org/pages/2261	Mesoleptogaster madagascariensis (Frey, 1937)	leptogastrinae:tid:2094	species		196	00af7515-f563-488d-a79a-53c9ec17f698	
leptogastrinae:tid:2256	http://leptogastrinae.lifedesks.org/pages/2256	Mesoleptogaster ferruginea (Walker, 1858)	leptogastrinae:tid:2094	species		197	9ac3fa4a-6633-4d90-bd20-73f85fd5f33c	
leptogastrinae:tid:2255	http://leptogastrinae.lifedesks.org/pages/2255	Mesoleptogaster basilewskyi (Janssens, 1955)	leptogastrinae:tid:2094	species		198	70416511-07df-4886-9ea1-0b6adf315e9c	
leptogastrinae:tid:2257	http://leptogastrinae.lifedesks.org/pages/2257	Mesoleptogaster fulvipes (Bigot, 1879)	leptogastrinae:tid:2094	species		199	94bf13c9-54f8-41eb-a69f-ffa382ad61be	
leptogastrinae:tid:2258	http://leptogastrinae.lifedesks.org/pages/2258	Mesoleptogaster habilis (Wulp, 1872)	leptogastrinae:tid:2094	species		200	c71bebf2-6cec-4db1-9cf1-11ba053722c5	
leptogastrinae:tid:2260	http://leptogastrinae.lifedesks.org/pages/2260	Mesoleptogaster longipes (Walker, 1858)	leptogastrinae:tid:2094	species		201	5ad1cee0-4525-4f82-b942-f05c283050ab	
leptogastrinae:tid:2259	http://leptogastrinae.lifedesks.org/pages/2259	Mesoleptogaster inutilis (Walker, 1857)	leptogastrinae:tid:2094	species		202	e1f4b8d5-d661-4a17-ae3f-7a95fa8b54fd	
leptogastrinae:tid:2262	http://leptogastrinae.lifedesks.org/pages/2262	Mesoleptogaster pacifica (Bezzi, 1928)	leptogastrinae:tid:2094	species		203	529573dc-d33a-41a6-88d8-a236a015226a	
leptogastrinae:tid:2271	http://leptogastrinae.lifedesks.org/pages/2271	Mesoleptogaster fuscatipennis (Frey, 1937)	leptogastrinae:tid:2094	species		204	b4a7e598-fcc5-4a9b-bcd3-059aaeedc73b	
leptogastrinae:tid:2280	http://leptogastrinae.lifedesks.org/pages/2280	Mesoleptogaster loaloa Evenhuis, 2006	leptogastrinae:tid:2094	species		205	04bb30e0-398b-461f-a97f-f46a46e32a95	
leptogastrinae:tid:2282	http://leptogastrinae.lifedesks.org/pages/2282	Mesoleptogaster vitiensis Evenhuis, 2006	leptogastrinae:tid:2094	species		206	3826a9fa-a035-4ff0-a235-9f51c32928bd	
leptogastrinae:tid:2254	http://leptogastrinae.lifedesks.org/pages/2254	Mesoleptogaster angela (Osten-Sacken, 1881)	leptogastrinae:tid:2094	species		207	ba07bef8-42c1-4f48-80b1-2bbf6bef4cd3	
leptogastrinae:tid:2272	http://leptogastrinae.lifedesks.org/pages/2272	Mesoleptogaster gracilipes Hsia, 1949	leptogastrinae:tid:2094	species		208	4fb1f790-ca49-470b-955b-35c212156056	
leptogastrinae:tid:2279	http://leptogastrinae.lifedesks.org/pages/2279	Mesoleptogaster levusara Evenhuis, 2006	leptogastrinae:tid:2094	species		209	c974fead-84de-4c34-bff3-1e082e89273e	
leptogastrinae:tid:2281	http://leptogastrinae.lifedesks.org/pages/2281	Mesoleptogaster meriel Evenhuis, 2006	leptogastrinae:tid:2094	species		210	3cae8e67-a35d-41cb-8b24-03a285cf4cdd	
leptogastrinae:tid:2277	http://leptogastrinae.lifedesks.org/pages/2277	Mesoleptogaster spinulosa Hermann, 1917	leptogastrinae:tid:2276		homonym	211	07057b56-f6b6-4a79-8831-e79c838a9246
leptogastrinae:tid:2276	http://leptogastrinae.lifedesks.org/pages/2276	Mesoleptogaster koshunensis Oldroyd, 1975	leptogastrinae:tid:2094	species		212	961a05c1-4cc2-4a97-a934-1da1441a5526	
leptogastrinae:tid:2274	http://leptogastrinae.lifedesks.org/pages/2274	Mesoleptogaster piliensis (Oldroyd, 1972)	leptogastrinae:tid:2094	species		213	507cc163-9ddf-4aa6-b2d5-075dcf677cae	
leptogastrinae:tid:2273	http://leptogastrinae.lifedesks.org/pages/2273	Mesoleptogaster trimaculata (Meijere, 1914)	leptogastrinae:tid:2094	species		214	0adfb32a-01e2-4ab2-acce-f3ecb69ea622	
leptogastrinae:tid:2275	http://leptogastrinae.lifedesks.org/pages/2275	Mesoleptogaster inflata (Osten-Sacken, 1881)	leptogastrinae:tid:2094	species		215	60e2c182-4cbb-4155-9a97-3968dd6fd46a	
leptogastrinae:tid:2252	http://leptogastrinae.lifedesks.org/pages/2252	Euscelidia vallis Dikow, 2003	leptogastrinae:tid:2102	species		216	828a9544-48d3-4174-89ad-556c1dd7229c	
leptogastrinae:tid:2251	http://leptogastrinae.lifedesks.org/pages/2251	Euscelidia tsavo Dikow, 2003	leptogastrinae:tid:2102	species		217	e29c0adf-0090-4a36-81d1-e747dac9911c	
leptogastrinae:tid:2249	http://leptogastrinae.lifedesks.org/pages/2249	Euscelidia senegalensis Dikow, 2003	leptogastrinae:tid:2102	species		218	d4d04626-057b-4f17-9976-958894640b1e	
leptogastrinae:tid:2253	http://leptogastrinae.lifedesks.org/pages/2253	Euscelidia venusta Dikow, 2003	leptogastrinae:tid:2102	species		219	9f200fa8-bbe6-4cad-ab70-16cd80164da1	
leptogastrinae:tid:2250	http://leptogastrinae.lifedesks.org/pages/2250	Euscelidia splendida Dikow, 2003	leptogastrinae:tid:2102	species		220	7fe25941-dc3c-4783-9e2f-b5aeae3110ed	
leptogastrinae:tid:2248	http://leptogastrinae.lifedesks.org/pages/2248	Euscelidia pulchra Dikow, 2003	leptogastrinae:tid:2102	species		221	f5930f14-e539-4305-ba81-aa467ccadeca	
leptogastrinae:tid:2921	http://leptogastrinae.lifedesks.org/pages/2921	Euscelidia nubilipennis (Frey, 1937)	leptogastrinae:tid:2102	species		222	8c05f3a2-afcf-47cc-8083-564a7581687a	
leptogastrinae:tid:2923	http://leptogastrinae.lifedesks.org/pages/2923	Euscelidia hirticollis (Wulp, 1872)	leptogastrinae:tid:2102	species		223	ecf94f7f-219e-48a7-9bd6-3fcca04a2a8f	
leptogastrinae:tid:2924	http://leptogastrinae.lifedesks.org/pages/2924	Euscelidia nitens (Bromley, 1947)	leptogastrinae:tid:2102	species		224	819b437e-8d9f-44d7-a116-65d86eada42e	
leptogastrinae:tid:2925	http://leptogastrinae.lifedesks.org/pages/2925	Euscelidia ophionea (Frey, 1937)	leptogastrinae:tid:2102	species		225	c6edaa3b-fa6e-48b9-84a2-e6425a4179f6	
leptogastrinae:tid:2187	http://leptogastrinae.lifedesks.org/pages/2187	Euscelidia dorata Oldroyd, 1970	leptogastrinae:tid:2926		synonym	226	1e51645e-4f7a-4ae6-a5b3-f85c4526d455
leptogastrinae:tid:2926	http://leptogastrinae.lifedesks.org/pages/2926	Euscelidia plebeja (Janssens, 1957)	leptogastrinae:tid:2102	species		227	a283ad34-d87c-4a54-bb71-4700bec75b7b	
leptogastrinae:tid:2242	http://leptogastrinae.lifedesks.org/pages/2242	Euscelidia obudu Dikow, 2003	leptogastrinae:tid:2102	species		228	bd53b50f-dcd4-49a6-9fdf-92fd5d3ea2bc	
leptogastrinae:tid:2204	http://leptogastrinae.lifedesks.org/pages/2204	Euscelidia stigmaticalis (Loew, 1852)	leptogastrinae:tid:2203		synonym	229	15f5c9c3-edb2-4cca-a8c1-cc90ba8900c2
leptogastrinae:tid:2205	http://leptogastrinae.lifedesks.org/pages/2205	Euscelidia oldroydi Lindner, 1955	leptogastrinae:tid:2203		synonym	230	7c7cbeea-4bab-4e01-b8ce-696ef81fc63c
leptogastrinae:tid:2206	http://leptogastrinae.lifedesks.org/pages/2206	Euscelidia proculus var. melanostoma Janssens, 1953	leptogastrinae:tid:2203		unavailable name	231	f7f42db6-2dd9-4754-aed0-f57a3cc94a6a
leptogastrinae:tid:2203	http://leptogastrinae.lifedesks.org/pages/2203	Euscelidia procula (Walker, 1849)	leptogastrinae:tid:2102	species		232	e2b6ae34-c66b-4459-83f6-3f0ca8a93953	
leptogastrinae:tid:2208	http://leptogastrinae.lifedesks.org/pages/2208	Euscelidia rapacoides Oldroyd, 1972	leptogastrinae:tid:2102	species		233	94936b64-5485-4e96-8c6b-07a156dba7e2	
leptogastrinae:tid:2209	http://leptogastrinae.lifedesks.org/pages/2209	Euscelidia rapax Westwood, 1850	leptogastrinae:tid:2102	species		234	3586b54e-549f-4e82-bc87-05eea74b32ad	
leptogastrinae:tid:2201	http://leptogastrinae.lifedesks.org/pages/2201	Euscelidia pubiceps (Loew, 1871)	leptogastrinae:tid:2200		synonym	235	71ce2dfc-7432-4b0f-a720-aedf526fc465
leptogastrinae:tid:2200	http://leptogastrinae.lifedesks.org/pages/2200	Euscelidia pallasii (Wiedemann, 1818)	leptogastrinae:tid:2102	species		236	5ff8fd6a-f36d-4a67-9340-20ce161d1293	
leptogastrinae:tid:2199	http://leptogastrinae.lifedesks.org/pages/2199	Euscelidia ochricornis (Loew, 1858)	leptogastrinae:tid:2102	species		237	ad79add2-9840-43cd-86d2-27f51729284d	
leptogastrinae:tid:2197	http://leptogastrinae.lifedesks.org/pages/2197	Euscelidia nenemusha (Speiser, 1910)	leptogastrinae:tid:2102	species		238	0c37cc72-a27b-4a64-813f-ba041e8dc4de	
leptogastrinae:tid:2198	http://leptogastrinae.lifedesks.org/pages/2198	Euscelidia nitida (Wiedemann, 1828)	leptogastrinae:tid:2102	species		239	e1f3967c-f2b5-4e77-b364-669f40b76ab0	
leptogastrinae:tid:2210	http://leptogastrinae.lifedesks.org/pages/2210	Euscelidia trifoliata Janssens, 1953	leptogastrinae:tid:2102	species		240	be2295f5-6a22-4ec0-b7e1-2ef0c4678d20	
leptogastrinae:tid:2211	http://leptogastrinae.lifedesks.org/pages/2211	Euscelidia valida (Loew, 1858)	leptogastrinae:tid:2102	species		241	b4fbaa2f-c653-478b-9f82-8c7d381f0728	
leptogastrinae:tid:2216	http://leptogastrinae.lifedesks.org/pages/2216	Euscelidia adusta Dikow, 2003	leptogastrinae:tid:2102	species		242	bbd4e830-3779-4962-a848-131054949404	
leptogastrinae:tid:2217	http://leptogastrinae.lifedesks.org/pages/2217	Euscelidia atrata Dikow, 2003	leptogastrinae:tid:2102	species		243	51f5eb3e-9270-4a1f-92ca-e83ce11693c9	
leptogastrinae:tid:2218	http://leptogastrinae.lifedesks.org/pages/2218	Euscelidia bechuana Dikow, 2003	leptogastrinae:tid:2102	species		244	3ab77dbe-d7e2-416c-8b65-9da8a836c1ba	
leptogastrinae:tid:2215	http://leptogastrinae.lifedesks.org/pages/2215	Euscelidia acuminata Dikow, 2003	leptogastrinae:tid:2102	species		245	02f2612d-be79-428e-ab1f-99dbfa19281f	
leptogastrinae:tid:2214	http://leptogastrinae.lifedesks.org/pages/2214	Euscelidia abbreviata Dikow, 2003	leptogastrinae:tid:2102	species		246	c0e2cf95-a076-4197-8376-852170d49314	
leptogastrinae:tid:2240	http://leptogastrinae.lifedesks.org/pages/2240	Euscelidia notialis Dikow, 2003	leptogastrinae:tid:2212		synonym	247	2fa40562-3acc-41ff-aec7-b3b3418c8cfb
leptogastrinae:tid:2212	http://leptogastrinae.lifedesks.org/pages/2212	Euscelidia zumpti Janssens, 1957	leptogastrinae:tid:2102	species		248	35a5d317-64d6-44d5-88ca-d02ccd58ac56	
leptogastrinae:tid:2213	http://leptogastrinae.lifedesks.org/pages/2213	Euscelidia schoutedeni Janssens, 1954	leptogastrinae:tid:2102	species		249	87f3b7d7-da94-4644-9dd0-472b4601cde6	
leptogastrinae:tid:2196	http://leptogastrinae.lifedesks.org/pages/2196	Euscelidia moyoensis Oldroyd, 1970	leptogastrinae:tid:2102	species		250	9f8424b9-48da-4ac4-8bfd-db1a38956d30	
leptogastrinae:tid:2195	http://leptogastrinae.lifedesks.org/pages/2195	Euscelidia marion (Walker, 1849)	leptogastrinae:tid:2102	species		251	1f821da2-239f-4fba-9f2e-444cc66cabad	
leptogastrinae:tid:2179	http://leptogastrinae.lifedesks.org/pages/2179	Euscelidia bicolor Janssens, 1954	leptogastrinae:tid:2102	species		252	addded2b-5969-48bf-9a10-bf2914cdfa0b	
leptogastrinae:tid:2180	http://leptogastrinae.lifedesks.org/pages/2180	Euscelidia bishariensis Efflatoun, 1937	leptogastrinae:tid:2102	species		253	af79cf41-8c43-44f7-aa01-06b2d7e27c83	
leptogastrinae:tid:2922	http://leptogastrinae.lifedesks.org/pages/2922	Euscelidia globopyga (Hull, 1967)	leptogastrinae:tid:2181		synonym	254	0ebbbc4f-f7d8-4734-a687-3a9e8ea7c17d
leptogastrinae:tid:2181	http://leptogastrinae.lifedesks.org/pages/2181	Euscelidia brunnea (Loew, 1858)	leptogastrinae:tid:2102	species		255	e93ac09b-5b25-45a6-b2ef-55092d532af2	
leptogastrinae:tid:2178	http://leptogastrinae.lifedesks.org/pages/2178	Euscelidia bequaerti Janssens, 1957	leptogastrinae:tid:2102	species		256	b5af8d15-912c-452a-9e49-b7bddccc0358	
leptogastrinae:tid:2247	http://leptogastrinae.lifedesks.org/pages/2247	Euscelidia prolata Dikow, 2003	leptogastrinae:tid:2102	species		257	5a565329-f98e-4c0d-a40e-61316cf6f8ff	
leptogastrinae:tid:2176	http://leptogastrinae.lifedesks.org/pages/2176	Euscelidia anthrax Janssens, 1957	leptogastrinae:tid:2102	species		258	7f32f1e8-6f41-40f0-97bf-8c54bb669d7c	
leptogastrinae:tid:2182	http://leptogastrinae.lifedesks.org/pages/2182	Euscelidia castanea Janssens, 1954	leptogastrinae:tid:2102	species		259	eb23b918-fb09-4aee-a6eb-332cb73e5f3f	
leptogastrinae:tid:2184	http://leptogastrinae.lifedesks.org/pages/2184	Euscelidia pilipes (Curran, 1927)	leptogastrinae:tid:2183		synonym	260	6b8a5074-15cd-47af-a2d8-b637d2bc4318
leptogastrinae:tid:2183	http://leptogastrinae.lifedesks.org/pages/2183	Euscelidia datis (Walker, 1849)	leptogastrinae:tid:2102	species		261	4b65ca16-1b23-40e8-bc94-0eacce91104d	
leptogastrinae:tid:2193	http://leptogastrinae.lifedesks.org/pages/2193	Euscelidia gutianensis Shi, 1995	leptogastrinae:tid:2102	species		262	a89a3e4a-1023-41fd-bf15-1ef5cd1fdbd7	
leptogastrinae:tid:2194	http://leptogastrinae.lifedesks.org/pages/2194	Euscelidia lucida Oldroyd, 1939	leptogastrinae:tid:2102	species		263	fee5c95c-eb75-491d-9217-d87f4a3322e3	
leptogastrinae:tid:2191	http://leptogastrinae.lifedesks.org/pages/2191	Euscelidia longipes Janssens, 1954	leptogastrinae:tid:2190		synonym	264	7a0d4721-c9b6-4af7-b5dc-0b7bdbd4d5b7
leptogastrinae:tid:2190	http://leptogastrinae.lifedesks.org/pages/2190	Euscelidia francoisi (Janssens, 1953)	leptogastrinae:tid:2102	species		265	e971734e-7c44-4f9c-96fc-7bd96a3cf1b1	
leptogastrinae:tid:2189	http://leptogastrinae.lifedesks.org/pages/2189	Euscelidia festiva Janssens, 1954	leptogastrinae:tid:2102	species		266	2dbc0af5-38e9-4c17-9ee5-ed0bb00bd300	
leptogastrinae:tid:2186	http://leptogastrinae.lifedesks.org/pages/2186	Euscelidia discors Speiser, 1913	leptogastrinae:tid:2102	species		267	5650fc80-dac6-4375-8997-9afd74ac9e7c	
leptogastrinae:tid:2188	http://leptogastrinae.lifedesks.org/pages/2188	Euscelidia fastigium Martin, 1964	leptogastrinae:tid:2102	species		268	85f041cd-820c-4dda-9f3b-6533991ab3b1	
leptogastrinae:tid:2219	http://leptogastrinae.lifedesks.org/pages/2219	Euscelidia cacula Dikow, 2003	leptogastrinae:tid:2102	species		269	fc734cd1-19d0-493f-9664-2194402c1380	
